ID,Prob1
611, 0.72
612, 0.48
613, 0.38
614, 0.23
615, 0.29
616, 0.36
617, 0.20
618, 0.19
619, 0.34
620, 0.35
621, 0.39
622, 0.23
623, 0.31
624, 0.37
625, 0.51
626, 0.24
627, 0.38
628, 0.40
629, 0.63
630, 0.63
631, 0.28
632, 0.42
633, 0.28
634, 0.26
635, 0.51
636, 0.37
637, 0.22
638, 0.18
639, 0.30
640, 0.28
641, 0.35
642, 0.45
643, 0.29
644, 0.25
645, 0.33
646, 0.22
647, 0.22
648, 0.25
649, 0.34
650, 0.25
651, 0.20
652, 0.40
653, 0.24
654, 0.22
655, 0.41
656, 0.35
657, 0.60
658, 0.45
659, 0.41
660, 0.72
661, 0.28
662, 0.32
663, 0.22
664, 0.57
665, 0.28
666, 0.29
667, 0.28
668, 0.56
669, 0.33
670, 0.20
671, 0.31
672, 0.22
673, 0.17
674, 0.19
675, 0.22
676, 0.30
677, 0.39
678, 0.21
679, 0.19
680, 0.63
681, 0.36
682, 0.18
683, 0.44
684, 0.21
685, 0.25
686, 0.23
687, 0.35
688, 0.21
689, 0.24
690, 0.42
691, 0.34
692, 0.34
693, 0.27
694, 0.19
695, 0.36
696, 0.32
697, 0.22
698, 0.18
699, 0.26
700, 0.40
701, 0.17
702, 0.26
703, 0.33
704, 0.47
705, 0.67
706, 0.21
707, 0.23
708, 0.22
709, 0.23
710, 0.57
711, 0.74
712, 0.37
713, 0.26
714, 0.37
715, 0.27
716, 0.69
717, 0.20
718, 0.26
719, 0.19
720, 0.23
721, 0.68
722, 0.32
723, 0.36
724, 0.28
725, 0.25
726, 0.37
727, 0.63
728, 0.30
729, 0.34
730, 0.25
731, 0.31
732, 0.20
733, 0.30
734, 0.18
735, 0.41
736, 0.36
737, 0.26
738, 0.64
739, 0.34
740, 0.64
741, 0.71
742, 0.20
743, 0.26
744, 0.62
745, 0.69
746, 0.59
747, 0.49
748, 0.33
749, 0.38
750, 0.21
751, 0.40
752, 0.20
753, 0.24
754, 0.31
755, 0.51
756, 0.31
757, 0.43
758, 0.19
759, 0.47
760, 0.18
761, 0.29
762, 0.31
763, 0.22
764, 0.20
765, 0.25
766, 0.20
767, 0.28
768, 0.22
769, 0.33
770, 0.36
771, 0.17
772, 0.37
773, 0.22
774, 0.34
775, 0.22
776, 0.27
777, 0.27
778, 0.34
779, 0.36
780, 0.73
781, 0.21
782, 0.18
783, 0.28
784, 0.55
785, 0.44
786, 0.29
787, 0.24
788, 0.73
789, 0.25
790, 0.29
791, 0.40
792, 0.22
793, 0.31
794, 0.40
795, 0.45
796, 0.26
797, 0.46
798, 0.67
799, 0.30
800, 0.39
801, 0.21
802, 0.31
803, 0.28
804, 0.31
805, 0.75
806, 0.24
807, 0.31
808, 0.20
809, 0.39
810, 0.34
811, 0.56
812, 0.31
813, 0.25
814, 0.47
815, 0.17
816, 0.21
817, 0.61
818, 0.26
819, 0.29
820, 0.18
821, 0.32
822, 0.29
823, 0.24
824, 0.30
825, 0.23
826, 0.63
827, 0.31
828, 0.26
829, 0.47
830, 0.34
831, 0.39
832, 0.34
833, 0.49
834, 0.30
835, 0.38
836, 0.51
837, 0.22
838, 0.35
839, 0.18
840, 0.28
841, 0.23
842, 0.35
843, 0.40
844, 0.54
845, 0.28
846, 0.38
847, 0.44
848, 0.33
849, 0.55
850, 0.26
851, 0.34
852, 0.40
853, 0.61
854, 0.25
855, 0.20
856, 0.38
857, 0.34
858, 0.20
859, 0.31
860, 0.22
861, 0.32
862, 0.26
863, 0.31
864, 0.36
865, 0.36
866, 0.38
867, 0.43
868, 0.18
869, 0.22
870, 0.27
871, 0.30
872, 0.22
873, 0.39
874, 0.29
875, 0.48
876, 0.42
877, 0.20
878, 0.29
879, 0.18
880, 0.17
881, 0.20
882, 0.23
883, 0.35
884, 0.21
885, 0.31
886, 0.23
887, 0.48
888, 0.51
889, 0.40
890, 0.53
891, 0.22
892, 0.49
893, 0.32
894, 0.22
895, 0.40
896, 0.36
897, 0.27
898, 0.34
899, 0.30
900, 0.43
901, 0.56
902, 0.54
903, 0.40
904, 0.63
905, 0.42
906, 0.23
907, 0.49
908, 0.76
909, 0.46
910, 0.64
911, 0.21
912, 0.20
913, 0.36
914, 0.24
915, 0.28
916, 0.29
917, 0.46
918, 0.25
919, 0.34
920, 0.54
921, 0.31
922, 0.39
923, 0.67
924, 0.48
925, 0.18
926, 0.18
927, 0.32
928, 0.33
929, 0.20
930, 0.23
931, 0.24
932, 0.25
933, 0.44
934, 0.22
935, 0.29
936, 0.32
937, 0.31
938, 0.26
939, 0.56
940, 0.21
941, 0.34
942, 0.62
943, 0.29
944, 0.24
945, 0.19
946, 0.55
947, 0.31
948, 0.29
949, 0.46
950, 0.36
951, 0.41
952, 0.36
953, 0.71
954, 0.31
955, 0.41
956, 0.29
957, 0.35
958, 0.50
959, 0.30
960, 0.30
961, 0.39
962, 0.19
963, 0.40
964, 0.24
965, 0.20
966, 0.44
967, 0.33
968, 0.22
969, 0.25
970, 0.33
971, 0.66
972, 0.48
973, 0.33
974, 0.29
975, 0.32
976, 0.17
977, 0.24
978, 0.48
979, 0.16
980, 0.59
981, 0.55
982, 0.30
983, 0.30
984, 0.59
985, 0.34
986, 0.20
987, 0.36
988, 0.26
989, 0.21
990, 0.22
991, 0.21
992, 0.48
993, 0.55
994, 0.16
995, 0.26
996, 0.54
997, 0.29
998, 0.51
999, 0.18
1000, 0.33
1001, 0.73
1002, 0.56
1003, 0.36
1004, 0.59
1005, 0.24
1006, 0.25
1007, 0.59
1008, 0.17
1009, 0.56
1010, 0.29
1011, 0.36
1012, 0.18
1013, 0.64
1014, 0.39
1015, 0.29
1016, 0.45
1017, 0.51
1018, 0.55
1019, 0.25
1020, 0.33
1021, 0.30
1022, 0.20
1023, 0.47
1024, 0.31
1025, 0.40
1026, 0.50
1027, 0.57
1028, 0.55
1029, 0.35
1030, 0.53
1031, 0.26
1032, 0.67
1033, 0.35
1034, 0.29
1035, 0.35
1036, 0.24
1037, 0.16
1038, 0.36
1039, 0.20
1040, 0.25
1041, 0.19
1042, 0.18
1043, 0.37
1044, 0.41
1045, 0.33
1046, 0.57
1047, 0.25
1048, 0.64
1049, 0.58
1050, 0.38
1051, 0.22
1052, 0.36
1053, 0.19
1054, 0.30
1055, 0.26
1056, 0.22
1057, 0.20
1058, 0.26
1059, 0.22
1060, 0.19
1061, 0.20
1062, 0.56
1063, 0.54
1064, 0.16
1065, 0.24
1066, 0.22
1067, 0.24
1068, 0.54
1069, 0.25
1070, 0.75
1071, 0.27
1072, 0.24
1073, 0.28
1074, 0.30
1075, 0.21
1076, 0.35
1077, 0.35
1078, 0.48
1079, 0.26
1080, 0.40
1081, 0.26
1082, 0.28
1083, 0.57
1084, 0.34
1085, 0.36
1086, 0.40
1087, 0.25
1088, 0.37
1089, 0.28
1090, 0.26
1091, 0.27
1092, 0.27
1093, 0.20
1094, 0.31
1095, 0.25
1096, 0.28
1097, 0.41
1098, 0.19
1099, 0.20
1100, 0.40
1101, 0.26
1102, 0.26
1103, 0.43
1104, 0.30
1105, 0.37
1106, 0.31
1107, 0.30
1108, 0.34
1109, 0.47
1110, 0.52
1111, 0.29
1112, 0.67
1113, 0.19
1114, 0.23
1115, 0.43
1116, 0.53
1117, 0.32
1118, 0.16
1119, 0.47
1120, 0.42
1121, 0.27
1122, 0.33
1123, 0.20
1124, 0.31
1125, 0.26
1126, 0.24
1127, 0.29
1128, 0.26
1129, 0.32
1130, 0.56
1131, 0.21
1132, 0.23
1133, 0.42
1134, 0.31
1135, 0.33
1136, 0.40
1137, 0.34
1138, 0.31
1139, 0.70
1140, 0.43
1141, 0.49
1142, 0.25
1143, 0.30
1144, 0.56
1145, 0.23
1146, 0.41
1147, 0.27
1148, 0.33
1149, 0.68
1150, 0.23
1151, 0.35
1152, 0.31
1153, 0.31
1154, 0.40
1155, 0.23
1156, 0.36
1157, 0.26
1158, 0.46
1159, 0.36
1160, 0.37
1161, 0.18
1162, 0.21
1163, 0.48
1164, 0.27
1165, 0.71
1166, 0.32
1167, 0.18
1168, 0.30
1169, 0.22
1170, 0.44
1171, 0.32
1172, 0.41
1173, 0.64
1174, 0.44
1175, 0.30
1176, 0.57
1177, 0.42
1178, 0.34
1179, 0.22
1180, 0.22
1181, 0.24
1182, 0.19
1183, 0.36
1184, 0.22
1185, 0.48
1186, 0.19
1187, 0.29
1188, 0.43
1189, 0.34
1190, 0.24
1191, 0.26
1192, 0.35
1193, 0.34
1194, 0.20
1195, 0.18
1196, 0.24
1197, 0.20
1198, 0.53
1199, 0.34
1200, 0.40
1201, 0.24
1202, 0.67
1203, 0.46
1204, 0.25
1205, 0.35
1206, 0.48
1207, 0.21
1208, 0.16
1209, 0.74
1210, 0.37
1211, 0.22
1212, 0.30
1213, 0.21
1214, 0.24
1215, 0.30
1216, 0.22
1217, 0.18
1218, 0.26
1219, 0.26
1220, 0.23
1221, 0.33
1222, 0.70
1223, 0.27
1224, 0.27
1225, 0.18
1226, 0.31
1227, 0.35
1228, 0.22
1229, 0.49
1230, 0.40
1231, 0.29
1232, 0.22
1233, 0.47
1234, 0.20
1235, 0.27
1236, 0.38
1237, 0.60
1238, 0.24
1239, 0.73
1240, 0.35
1241, 0.22
1242, 0.68
1243, 0.21
1244, 0.24
1245, 0.29
1246, 0.33
1247, 0.36
1248, 0.26
1249, 0.28
1250, 0.35
1251, 0.30
1252, 0.48
1253, 0.30
1254, 0.35
1255, 0.20
1256, 0.40
1257, 0.18
1258, 0.23
1259, 0.18
1260, 0.21
1261, 0.40
1262, 0.33
1263, 0.24
1264, 0.15
1265, 0.21
1266, 0.55
1267, 0.51
1268, 0.31
1269, 0.31
1270, 0.35
1271, 0.33
1272, 0.34
1273, 0.24
1274, 0.38
1275, 0.19
1276, 0.34
1277, 0.28
1278, 0.64
1279, 0.22
1280, 0.56
1281, 0.28
1282, 0.21
1283, 0.26
1284, 0.22
1285, 0.26
1286, 0.22
1287, 0.23
1288, 0.29
1289, 0.20
1290, 0.33
1291, 0.65
1292, 0.19
1293, 0.40
1294, 0.67
1295, 0.24
1296, 0.27
1297, 0.19
1298, 0.25
1299, 0.54
1300, 0.24
1301, 0.27
1302, 0.34
1303, 0.25
1304, 0.38
1305, 0.57
1306, 0.20
1307, 0.41
1308, 0.18
1309, 0.24
1310, 0.38
1311, 0.30
1312, 0.44
1313, 0.25
1314, 0.27
1315, 0.24
1316, 0.23
1317, 0.51
1318, 0.20
1319, 0.22
1320, 0.36
1321, 0.27
1322, 0.28
1323, 0.19
1324, 0.42
1325, 0.44
1326, 0.17
1327, 0.65
1328, 0.36
1329, 0.29
1330, 0.22
1331, 0.28
1332, 0.24
1333, 0.18
1334, 0.27
1335, 0.17
1336, 0.19
1337, 0.35
1338, 0.23
1339, 0.22
1340, 0.33
1341, 0.57
1342, 0.32
1343, 0.71
1344, 0.16
1345, 0.25
1346, 0.24
1347, 0.38
1348, 0.25
1349, 0.25
1350, 0.19
1351, 0.20
1352, 0.44
1353, 0.25
1354, 0.36
1355, 0.21
1356, 0.25
1357, 0.33
1358, 0.23
1359, 0.19
1360, 0.38
1361, 0.19
1362, 0.30
1363, 0.38
1364, 0.33
1365, 0.49
1366, 0.34
1367, 0.55
1368, 0.36
1369, 0.44
1370, 0.34
1371, 0.27
1372, 0.31
1373, 0.38
1374, 0.20
1375, 0.32
1376, 0.41
1377, 0.27
1378, 0.40
1379, 0.40
1380, 0.19
1381, 0.39
1382, 0.24
1383, 0.45
1384, 0.43
1385, 0.30
1386, 0.35
1387, 0.37
1388, 0.32
1389, 0.32
1390, 0.59
1391, 0.56
1392, 0.37
1393, 0.45
1394, 0.26
1395, 0.21
1396, 0.56
1397, 0.41
1398, 0.29
1399, 0.34
1400, 0.36
1401, 0.41
1402, 0.33
1403, 0.27
1404, 0.70
1405, 0.28
1406, 0.33
1407, 0.55
1408, 0.31
1409, 0.33
1410, 0.54
1411, 0.38
1412, 0.31
1413, 0.16
1414, 0.17
1415, 0.33
1416, 0.29
1417, 0.18
1418, 0.24
1419, 0.43
1420, 0.22
1421, 0.33
1422, 0.56
1423, 0.35
1424, 0.60
1425, 0.28
1426, 0.30
1427, 0.33
1428, 0.23
1429, 0.34
1430, 0.31
1431, 0.38
1432, 0.25
1433, 0.23
1434, 0.34
1435, 0.49
1436, 0.33
1437, 0.42
1438, 0.24
1439, 0.17
1440, 0.48
1441, 0.39
1442, 0.38
1443, 0.36
1444, 0.26
1445, 0.46
1446, 0.28
1447, 0.30
1448, 0.54
1449, 0.28
1450, 0.36
1451, 0.32
1452, 0.25
1453, 0.33
1454, 0.27
1455, 0.20
1456, 0.27
1457, 0.40
1458, 0.59
1459, 0.32
1460, 0.28
1461, 0.21
1462, 0.27
1463, 0.36
1464, 0.57
1465, 0.28
1466, 0.32
1467, 0.23
1468, 0.48
1469, 0.51
1470, 0.33
1471, 0.45
1472, 0.54
1473, 0.55
1474, 0.28
1475, 0.52
1476, 0.19
1477, 0.37
1478, 0.33
1479, 0.30
1480, 0.28
1481, 0.40
1482, 0.31
1483, 0.18
1484, 0.40
1485, 0.19
1486, 0.41
1487, 0.23
1488, 0.30
1489, 0.31
1490, 0.23
1491, 0.58
1492, 0.34
1493, 0.23
1494, 0.27
1495, 0.73
1496, 0.50
1497, 0.20
1498, 0.19
1499, 0.43
1500, 0.49
1501, 0.24
1502, 0.24
1503, 0.74
1504, 0.31
1505, 0.20
1506, 0.23
1507, 0.31
1508, 0.32
1509, 0.26
1510, 0.25
1511, 0.40
1512, 0.25
1513, 0.29
1514, 0.34
1515, 0.33
1516, 0.25
1517, 0.22
1518, 0.21
1519, 0.19
1520, 0.31
1521, 0.21
1522, 0.19
1523, 0.23
1524, 0.39
1525, 0.30
1526, 0.44
1527, 0.41
1528, 0.25
1529, 0.35
1530, 0.39
1531, 0.42
1532, 0.47
1533, 0.29
1534, 0.24
1535, 0.40
1536, 0.16
1537, 0.54
1538, 0.67
1539, 0.54
1540, 0.30
1541, 0.36
1542, 0.21
1543, 0.30
1544, 0.37
1545, 0.45
1546, 0.22
1547, 0.27
1548, 0.38
1549, 0.69
1550, 0.38
1551, 0.38
1552, 0.25
1553, 0.18
1554, 0.48
1555, 0.58
1556, 0.36
1557, 0.41
1558, 0.73
1559, 0.26
1560, 0.40
1561, 0.23
1562, 0.26
1563, 0.50
1564, 0.57
1565, 0.73
1566, 0.32
1567, 0.28
1568, 0.40
1569, 0.18
1570, 0.25
1571, 0.38
1572, 0.29
1573, 0.61
1574, 0.45
1575, 0.26
1576, 0.29
1577, 0.35
1578, 0.20
1579, 0.25
1580, 0.38
1581, 0.23
1582, 0.24
1583, 0.69
1584, 0.23
1585, 0.57
1586, 0.24
1587, 0.20
1588, 0.74
1589, 0.33
1590, 0.38
1591, 0.32
1592, 0.32
1593, 0.28
1594, 0.39
1595, 0.36
1596, 0.18
1597, 0.72
1598, 0.29
1599, 0.33
1600, 0.59
1601, 0.35
1602, 0.29
1603, 0.24
1604, 0.33
1605, 0.21
1606, 0.36
1607, 0.23
1608, 0.20
1609, 0.20
1610, 0.28
1611, 0.21
1612, 0.26
1613, 0.20
1614, 0.20
1615, 0.31
1616, 0.17
1617, 0.54
1618, 0.20
1619, 0.67
1620, 0.22
1621, 0.74
1622, 0.24
1623, 0.26
1624, 0.64
1625, 0.19
1626, 0.25
1627, 0.19
1628, 0.28
1629, 0.28
1630, 0.32
1631, 0.45
1632, 0.70
1633, 0.34
1634, 0.31
1635, 0.48
1636, 0.19
1637, 0.18
1638, 0.26
1639, 0.24
1640, 0.38
1641, 0.23
1642, 0.45
1643, 0.20
1644, 0.44
1645, 0.41
1646, 0.68
1647, 0.48
1648, 0.36
1649, 0.26
1650, 0.29
1651, 0.36
1652, 0.40
1653, 0.20
1654, 0.53
1655, 0.23
1656, 0.23
1657, 0.19
1658, 0.28
1659, 0.44
1660, 0.30
1661, 0.34
1662, 0.30
1663, 0.19
1664, 0.25
1665, 0.19
1666, 0.27
1667, 0.28
1668, 0.41
1669, 0.58
1670, 0.39
1671, 0.30
1672, 0.33
1673, 0.38
1674, 0.52
1675, 0.22
1676, 0.63
1677, 0.61
1678, 0.30
1679, 0.27
1680, 0.71
1681, 0.41
1682, 0.23
1683, 0.28
1684, 0.33
1685, 0.42
1686, 0.72
1687, 0.30
1688, 0.23
1689, 0.33
1690, 0.22
1691, 0.22
1692, 0.56
1693, 0.66
1694, 0.51
1695, 0.34
1696, 0.22
1697, 0.60
1698, 0.48
1699, 0.25
1700, 0.57
1701, 0.36
1702, 0.47
1703, 0.30
1704, 0.53
1705, 0.38
1706, 0.47
1707, 0.20
1708, 0.25
1709, 0.44
1710, 0.42
1711, 0.43
1712, 0.30
1713, 0.26
1714, 0.55
1715, 0.37
1716, 0.41
1717, 0.42
1718, 0.22
1719, 0.35
1720, 0.24
1721, 0.32
1722, 0.20
1723, 0.17
1724, 0.34
1725, 0.27
1726, 0.73
1727, 0.27
1728, 0.30
1729, 0.32
1730, 0.35
1731, 0.26
1732, 0.26
1733, 0.45
1734, 0.22
1735, 0.25
1736, 0.38
1737, 0.27
1738, 0.61
1739, 0.22
1740, 0.25
1741, 0.30
1742, 0.34
1743, 0.56
1744, 0.48
1745, 0.16
1746, 0.45
1747, 0.32
1748, 0.19
1749, 0.23
1750, 0.18
1751, 0.44
1752, 0.19
1753, 0.47
1754, 0.22
1755, 0.55
1756, 0.41
1757, 0.40
1758, 0.25
1759, 0.32
1760, 0.46
1761, 0.62
1762, 0.26
1763, 0.29
1764, 0.28
1765, 0.35
1766, 0.34
1767, 0.25
1768, 0.21
1769, 0.29
1770, 0.33
1771, 0.23
1772, 0.18
1773, 0.62
1774, 0.46
1775, 0.25
1776, 0.42
1777, 0.27
1778, 0.30
1779, 0.39
1780, 0.38
1781, 0.54
1782, 0.32
1783, 0.21
1784, 0.56
1785, 0.27
1786, 0.20
1787, 0.19
1788, 0.43
1789, 0.29
1790, 0.22
1791, 0.29
1792, 0.70
1793, 0.28
1794, 0.19
1795, 0.35
1796, 0.25
1797, 0.40
1798, 0.51
1799, 0.34
1800, 0.23
1801, 0.44
1802, 0.34
1803, 0.34
1804, 0.34
1805, 0.26
1806, 0.30
1807, 0.33
1808, 0.45
1809, 0.24
1810, 0.38
1811, 0.21
1812, 0.37
1813, 0.31
1814, 0.40
1815, 0.29
1816, 0.28
1817, 0.27
1818, 0.31
1819, 0.24
1820, 0.19
1821, 0.50
1822, 0.28
1823, 0.31
1824, 0.28
1825, 0.66
1826, 0.23
1827, 0.27
1828, 0.56
1829, 0.70
1830, 0.27
1831, 0.21
1832, 0.24
1833, 0.29
1834, 0.29
1835, 0.30
1836, 0.37
1837, 0.24
1838, 0.47
1839, 0.45
1840, 0.29
1841, 0.48
1842, 0.34
1843, 0.23
1844, 0.54
1845, 0.68
1846, 0.37
1847, 0.26
1848, 0.19
1849, 0.43
1850, 0.36
1851, 0.22
1852, 0.48
1853, 0.30
1854, 0.37
1855, 0.42
1856, 0.33
1857, 0.22
1858, 0.25
1859, 0.54
1860, 0.35
1861, 0.25
1862, 0.43
1863, 0.40
1864, 0.33
1865, 0.19
1866, 0.28
1867, 0.24
1868, 0.52
1869, 0.72
1870, 0.18
1871, 0.23
1872, 0.28
